&#160;	&#160;	Term	Count	Trend
		center	6	0.0007328692
		chairman	6	0.0007328692
		channels	6	0.0007328692
		different	6	0.0007328692
		draft	6	0.0007328692
		explained	6	0.0007328692
		falls	6	0.0007328692
		films	6	0.0007328692
		ii	6	0.0007328692
		intensity	6	0.0007328692
		july	6	0.0007328692
		known	6	0.0007328692
		lack	6	0.0007328692
		letter	6	0.0007328692
		lights	6	0.0007328692
		little	6	0.0007328692
		morning	6	0.0007328692
		number	6	0.0007328692
		obtained	6	0.0007328692
		office	6	0.0007328692
		opinion	6	0.0007328692
		potential	6	0.0007328692
		provided	6	0.0007328692
		reflections	6	0.0007328692
		results	6	0.0007328692
		selected	6	0.0007328692
		sighted	6	0.0007328692
		sunlight	6	0.0007328692
		support	6	0.0007328692
		taken	6	0.0007328692
		threat	6	0.0007328692
		usaf	6	0.0007328692
		usn	6	0.0007328692
		utah	6	0.0007328692
		versions	6	0.0007328692
		1615	5	0.0006107243
		1950	5	0.0006107243
		afternoon	5	0.0006107243
		agencies	5	0.0006107243
		agency	5	0.0006107243
		agreed	5	0.0006107243
		analysis	5	0.0006107243
		astronomical	5	0.0006107243
		below	5	0.0006107243
		cameras	5	0.0006107243
		categories	5	0.0006107243
		certain	5	0.0006107243
		considered	5	0.0006107243
		convened	5	0.0006107243
		copies	5	0.0006107243
		cosmic	5	0.0006107243
		current	5	0.0006107243
		detail	5	0.0006107243
		direct	5	0.0006107243
		discussed	5	0.0006107243
		expected	5	0.0006107243
		explanation	5	0.0006107243
		f91	5	0.0006107243
		felt	5	0.0006107243
		fournet	5	0.0006107243
		history	5	0.0006107243
		hours	5	0.0006107243
		indications	5	0.0006107243
		institute	5	0.0006107243
		interest	5	0.0006107243
		laboratory	5	0.0006107243
		locations	5	0.0006107243
		near	5	0.0006107243
		opened	5	0.0006107243
		organization	5	0.0006107243
		patrol	5	0.0006107243
		picture	5	0.0006107243
		popular	5	0.0006107243
		possibly	5	0.0006107243
		prepared	5	0.0006107243
		presented	5	0.0006107243
		received	5	0.0006107243
		research	5	0.0006107243
		respect	5	0.0006107243
		review	5	0.0006107243
		saucers	5	0.0006107243
		search	5	0.0006107243
		service	5	0.0006107243
		similar	5	0.0006107243
		strong	5	0.0006107243
		strongly	5	0.0006107243
		suggestions	5	0.0006107243
		various	5	0.0006107243
		1000	4	0.00048857945
		1200	4	0.00048857945
		actual	4	0.00048857945
		adc	4	0.00048857945
		archives	4	0.00048857945
		assist	4	0.00048857945
		astronomers	4	0.00048857945
		atic's	4	0.00048857945
		balloon	4	0.00048857945
		caused	4	0.00048857945
		central	4	0.00048857945
		cited	4	0.00048857945
		comments	4	0.00048857945
		conclusions	4	0.00048857945
		considerable	4	0.00048857945
		consideration	4	0.00048857945
		cost	4	0.00048857945
		danger	4	0.00048857945
		defense	4	0.00048857945
		document	4	0.00048857945
		documented	4	0.00048857945
		e.g	4	0.00048857945
		education	4	0.00048857945
		enclosed	4	0.00048857945
		enemy	4	0.00048857945
		enumerated	4	0.00048857945
		false	4	0.00048857945
		field	4	0.00048857945
		garland	4	0.00048857945
		given	4	0.00048857945
		goudsmit	4	0.00048857945
		group	4	0.00048857945
		groups	4	0.00048857945
		guided	4	0.00048857945
		hour	4	0.00048857945
		identification	4	0.00048857945
		inappropriate	4	0.00048857945
		increase	4	0.00048857945
		informed	4	0.00048857945
		instrumentation	4	0.00048857945
		interference	4	0.00048857945
		investigating	4	0.00048857945
		knowledge	4	0.00048857945
		lloyd	4	0.00048857945
		long	4	0.00048857945
		los	4	0.00048857945
		lt	4	0.00048857945
		map	4	0.00048857945
		military	4	0.00048857945
		missiles	4	0.00048857945
		montana	4	0.00048857945
		nara	4	0.00048857945
		nature	4	0.00048857945
		new	4	0.00048857945
		note	4	0.00048857945
		observatory	4	0.00048857945
		official	4	0.00048857945
		p.i.l	4	0.00048857945
		pages	4	0.00048857945
		paper	4	0.00048857945
		plots	4	0.00048857945
		polyethylene	4	0.00048857945
		previously	4	0.00048857945
		psychology	4	0.00048857945
		purpose	4	0.00048857945
		ray	4	0.00048857945
		reaction	4	0.00048857945
		recognition	4	0.00048857945
		requested	4	0.00048857945
		reviewed	4	0.00048857945
		saucer	4	0.00048857945
		section	4	0.00048857945
		september	4	0.00048857945
		signal	4	0.00048857945
		sized	4	0.00048857945
		special	4	0.00048857945
		systems	4	0.00048857945
		terrestrial	4	0.00048857945
		thursday	4	0.00048857945
		true	4	0.00048857945
		war	4	0.00048857945
		0900	3	0.0003664346
		1400	3	0.0003664346
		accept	3	0.0003664346
		accomplished	3	0.0003664346
		additional	3	0.0003664346
		administrative	3	0.0003664346
		advised	3	0.0003664346
		amateur	3	0.0003664346
		anacostia	3	0.0003664346
		areas	3	0.0003664346
