ID,page type,content type,source type,commentary,last modified,notes
ramey_july6_1947.html,agg,img,news,TRUE,2013-07-26T00:23:25+00:00,
ramey_photos.html,agg,mix,multi,FALSE,2011-01-24T08:04:48+00:00,
reconstruct.html,agg,img,orig,TRUE,2017-06-18T17:32:42+00:00,commentary on various image analyses
rhodes_phoenix.html,agg,img,multi,FALSE,2011-01-24T08:05:38+00:00,
roswellsummary.html,agg,mix,orig,FALSE,2010-07-15T04:32:11+00:00,
shag_harbour/shag_harbour_articles.html,agg,mix,news,FALSE,2017-06-18T17:33:00+00:00,
shag_harbour/shag_harbour_documents.html,agg,mix,govt,FALSE,2017-06-18T17:32:46+00:00,
shag_harbour/shag_harbour2_ufo_sightings.html,agg,mix,pub,FALSE,2017-06-18T17:33:05+00:00,with original maps
shootdown_ins_72952.html,agg,img,news,TRUE,2017-06-18T17:33:40+00:00,agg?
sprouse.html,agg,mix,news,FALSE,2017-06-18T17:32:46+00:00,
texas_ufo_reports.html,agg,txt,news,TRUE,2013-09-25T01:43:11+00:00,
ufo_calnev_1950.html,agg,mix,orig,FALSE,2017-06-18T17:33:12+00:00,
ufo_calnev_1950_newspapers.html,agg,txt,news,FALSE,2017-06-18T17:33:26+00:00,
ufo_tucson_1950_newspapers.html,agg,img,news,FALSE,2009-04-01T05:19:40+00:00,
unknownsite.html,agg,img,unknown,FALSE,2002-02-24T22:30:28+00:00,unknown source
vandenberg.html,agg,mix,orig,FALSE,2017-06-18T17:32:39+00:00,
white_plains_ny.html,agg,mix,news,FALSE,2005-10-02T05:40:01+00:00,
~site/scripts_webpoll/webpoll.dll?cmd=cmdviewsponsoredresults&ht=critical_phrases.xpf&s=scifi&tp=http://track.homestead.com/~site/scripts_track/track.dll&id=13192944,doc,mix,contrib,FALSE,2017-06-18T17:33:13+00:00,embedded poll
~site/scripts_webpoll/webpoll.dll?cmd=cmdviewsponsoredresults&ht=critical_phrases.xpf&s=scifi&tp=http://track.homestead.com/~site/scripts_track/track.dll&id=13192945,doc,mix,contrib,FALSE,2017-06-18T17:33:33+00:00,embedded web poll
~site/scripts_webpoll/webpoll.dll?cmd=cmdviewsponsoredresults&ht=critical_phrases.xpf&s=scifi&tp=http://track.homestead.com/~site/scripts_track/track.dll&id=13192946,doc,mix,contrib,FALSE,2017-06-18T17:33:27+00:00,web poll
~site/scripts_webpoll/webpoll.dll?cmd=cmdviewsponsoredresults&ht=critical_phrases.xpf&s=scifi&tp=http://track.homestead.com/~site/scripts_track/track.dll&id=13192947,doc,mix,contrib,FALSE,2017-06-18T17:33:18+00:00,embedded poll
1948-usaf-et-doc.html,doc,txt,govt,FALSE,2010-04-30T18:40:25+00:00,
19th_century_virginia_alien.html,doc,mix,orig,FALSE,2011-01-24T07:53:57+00:00,
abc_news_july8.html,doc,mix,news,TRUE,2011-01-24T07:54:00+00:00,audio (broken?) and transcript
address_header.html,doc,img,orig,FALSE,2011-01-24T07:54:03+00:00,
alamogordo_ufo_aug_1947.html,doc,img,govt,FALSE,2011-01-24T07:54:04+00:00,
albuquerque_july9.html,doc,txt,news,FALSE,2011-01-24T07:54:05+00:00,
ap_chronology.html,doc,txt,news,TRUE,2011-01-24T07:54:27+00:00,aggregation of AP press releases
ap_earliest_july8.html,doc,txt,news,TRUE,2011-01-24T07:54:30+00:00,
ap_miami_herald_july9.html,doc,txt,news,TRUE,2010-08-24T03:30:10+00:00,
ap_nyheraldtribuneparis_july9.html,doc,txt,news,TRUE,2010-08-24T03:29:34+00:00,
ap1_july9.html,doc,txt,news,TRUE,2011-01-24T07:54:08+00:00,
ap2_july9.html,doc,txt,news,TRUE,2011-01-24T07:54:12+00:00,
ap3_main_july9.html,doc,txt,news,TRUE,2011-01-24T07:54:18+00:00,
ap4_july9.html,doc,txt,news,TRUE,2010-04-20T20:09:16+00:00,
ap5_july9.html,doc,txt,news,TRUE,2011-01-24T07:54:23+00:00,
asbury_park_july13.html,doc,mix,news,FALSE,2011-01-24T07:54:33+00:00,
bakersfield_july9.html,doc,mix,news,FALSE,2011-01-24T07:54:41+00:00,
balloon_raob.html,doc,img,pub,FALSE,2011-01-24T07:54:51+00:00,scientific american
bangkok_post_july9.html,doc,txt,news,FALSE,2017-06-18T17:33:08+00:00,
barton.html,doc,txt,pub,TRUE,2017-06-18T17:32:54+00:00,
benjamin.html,doc,mix,pub,TRUE,2017-06-18T17:33:07+00:00,"""from the Carey & Schmitt book"
boston_herald_july9.html,doc,txt,news,TRUE,2011-01-24T07:55:01+00:00,
brawley_july9.html,doc,txt,news,FALSE,2011-01-24T07:55:04+00:00,
canadian_press_july9.html,doc,txt,news,FALSE,2011-01-24T07:55:10+00:00,
ceylonobserver_july9.html,doc,txt,news,TRUE,2011-01-24T07:55:16+00:00,
charleston_newscourier_july9.html,doc,txt,news,TRUE,2011-01-24T07:55:20+00:00,
chester_lytle.html,doc,txt,orig,FALSE,2017-06-18T17:32:40+00:00,
chiles_whitted_1948.html,doc,txt,news,FALSE,2011-01-24T07:55:31+00:00,
circleville.html,doc,mix,news,FALSE,2010-12-16T01:24:51+00:00,
critical_phrases.html,doc,mix,orig,FALSE,2017-06-18T17:33:01+00:00,poll
dallasmorningnews_july9.html,doc,txt,news,TRUE,2011-01-24T07:55:53+00:00,
dickson_photo.html,doc,img,news,FALSE,2011-01-24T07:56:54+00:00,
dugger.html,doc,txt,pub,FALSE,2011-04-08T17:37:42+00:00,"Roswell:  Inconvenient Facts and the Will to Believe, 2001"
durant_wilson_critique.html,doc,txt,contrib,FALSE,2011-01-24T07:57:06+00:00,
dyvad1951.html,doc,img,govt,TRUE,2017-06-18T17:32:53+00:00,
eval_blanchard0147.html,doc,img,govt,FALSE,2011-01-24T07:57:16+00:00,
eval_blanchard0548.html,doc,img,govt,FALSE,2011-01-24T07:57:17+00:00,
eval_blanchard0848.html,doc,img,govt,FALSE,2011-01-24T07:57:18+00:00,
eval_blandy1046.html,doc,img,govt,FALSE,2011-01-24T07:57:18+00:00,
eval_blandy1047.html,doc,img,govt,FALSE,2011-01-24T07:57:19+00:00,
eval_hopkins0646.html,doc,img,govt,FALSE,2011-01-24T07:57:20+00:00,
eval_jennings0647.html,doc,img,govt,FALSE,2011-01-24T07:57:21+00:00,
eval_kepner0846.html,doc,img,govt,FALSE,2011-01-24T07:57:25+00:00,
eval_mcduffee0649.html,doc,img,govt,FALSE,2011-01-24T07:57:26+00:00,
eval_mcduffee0750.html,doc,img,govt,FALSE,2011-01-24T07:57:27+00:00,
eval_ramey0746.html,doc,img,govt,FALSE,2011-01-24T07:57:27+00:00,
eval_ramey0848.html,doc,img,govt,FALSE,2011-01-24T07:57:28+00:00,
eval_ryan0848.html,doc,img,govt,FALSE,2011-01-24T07:57:32+00:00,
fbi_telegram.html,doc,img,govt,TRUE,2011-04-19T06:05:04+00:00,text commentary on image documents
files/160x120.mpg,doc,file,unknown,FALSE,2002-02-24T22:18:50+00:00,downloads video file
files/320x240.mpg,doc,file,unknown,FALSE,2002-02-24T22:29:05+00:00,video file
files/rosdebri.doc,doc,file,orig,FALSE,2005-03-05T04:11:35+00:00,
files/s30_001.mov,doc,file,unknown,FALSE,2002-06-04T22:50:31+00:00,video file
files/s30_002.mov,doc,file,unknown,FALSE,2002-06-04T22:52:46+00:00,video file
files/s30_003.mov,doc,file,unknown,FALSE,2002-06-04T22:57:33+00:00,video file
files/s30_004.mov,doc,file,unknown,FALSE,2002-06-04T23:00:39+00:00,"video file, won't play"
files/saopaulo.avi,doc,file,news,FALSE,,report in portugese
flight4_addendums.html,doc,mix,orig,FALSE,2017-06-18T17:32:48+00:00,more charts and stuff
flight4_table5.html,doc,img,pub,FALSE,2011-01-24T07:57:52+00:00,source?
flight4_trajectory.html,doc,mix,orig,FALSE,2017-06-18T17:33:27+00:00,
flight4and5_changes.html,doc,mix,pub,TRUE,2011-01-24T07:58:15+00:00,
flight5_fig1_moore.html,doc,img,pub,FALSE,2011-01-24T07:58:16+00:00,unknown source
flight5_table2.html,doc,img,govt,FALSE,2011-01-24T07:58:17+00:00,source?
flight6_table3.html,doc,img,govt,FALSE,2011-01-24T07:58:18+00:00,source?
fort_worth_april_1951.html,doc,img,pub,FALSE,2011-01-24T07:58:31+00:00,a screenshot of an image search? very interesting
fortean_times.html,doc,txt,pub,FALSE,2017-06-18T17:33:08+00:00,"written by author, Fortean Times"
fortworthst_july9.html,doc,txt,news,TRUE,2011-01-24T07:58:36+00:00,with commentary
fullpage.html,doc,img,news,FALSE,2017-06-18T17:32:45+00:00,
fwstjuly11.html,doc,mix,news,FALSE,2011-01-24T07:58:42+00:00,
gen_wesley_clark_ftl.html,doc,mix,govt,FALSE,2011-01-24T07:58:45+00:00,audio & transcript source??
gen_wesley_clark_ufos.html,doc,mix,orig,FALSE,2017-06-18T17:32:53+00:00,
haut_2000_interview.html,doc,txt,pub,TRUE,2017-06-18T17:33:02+00:00,
haut_affidavit_process.html,doc,mix,pub,FALSE,2008-11-15T00:38:17+00:00,from MUFON site
ins_july9.html,doc,txt,news,TRUE,2011-01-24T07:59:07+00:00,
ins2_july9.html,doc,txt,news,TRUE,2010-07-03T20:37:25+00:00,
jefferson_city_july12.html,doc,txt,news,FALSE,2011-01-24T07:59:12+00:00,
journal_express_july9.html,doc,txt,news,TRUE,2011-01-24T07:59:18+00:00,
kalamazoo_july9.html,doc,mix,news,FALSE,2010-07-03T17:37:33+00:00,
kansascity_july9.html,doc,img,news,FALSE,2010-12-19T01:06:17+00:00,image with captions from different newspapers
keckburg_triangulation_error.html,doc,mix,orig,FALSE,2011-01-24T07:59:23+00:00,"""preliminary"" version of Kecksburg_triangulation_error.html"
kecksburg_printy_rebuttal.html,doc,mix,orig,FALSE,2017-06-18T17:33:19+00:00,long article rebutting someone else
kecksburg_smoketrail_photos.html,doc,img,pub,FALSE,2011-01-24T07:59:25+00:00,
kecksburg_triangulation_error.html,doc,mix,orig,FALSE,2017-06-18T17:32:43+00:00,"many charts, rebuttal to scientific paper"
kellahin.html,doc,txt,pub,TRUE,2012-03-06T20:42:40+00:00,
la_heraldexpress_july8.html,doc,txt,news,TRUE,2010-08-24T03:43:45+00:00,
latimes_8_30_49.html,doc,img,news,FALSE,2011-01-24T07:59:26+00:00,
life_1952.html,doc,mix,pub,FALSE,2017-06-18T17:33:36+00:00,"what is the line between news and pub? define, please"
london_papers.html,doc,txt,news,TRUE,2011-01-24T08:00:20+00:00,
look_1967.html,doc,img,news,FALSE,2017-06-18T17:32:40+00:00,
marcel_crossroads.html,doc,img,pub,TRUE,2011-01-24T08:00:26+00:00,Operation Crossroads: The Official Pictoral Record
marcel_jr.html,doc,txt,pub,FALSE,2011-01-24T08:00:35+00:00,"Roswell in Perspective, 1994, Beyond Roswell 1999"
mclaughlin_van_allen_letter.html,doc,img,govt,FALSE,2011-01-24T08:00:37+00:00,
mcquiddy.html,doc,txt,pub,FALSE,2011-01-24T08:00:39+00:00,"Roswell in Perspective, 1994"
memo_hires_600dpi.html,doc,img,orig,FALSE,2017-06-18T17:33:29+00:00,
message_hires.html,doc,img,orig,FALSE,2017-06-18T17:33:14+00:00,keep consistent on the ramey memo images
message_hires2.html,doc,img,orig,FALSE,2017-06-18T17:33:45+00:00,
methods.html,doc,txt,orig,FALSE,2017-06-18T17:32:42+00:00,image analysis methodology !!
militarydebunk.html,doc,txt,orig,FALSE,2017-06-18T17:32:55+00:00,
mogul_crashes.html,doc,mix,orig,FALSE,2017-06-18T17:33:19+00:00,
mogul_hoax_faq.html,doc,txt,pub,FALSE,2017-06-18T17:33:34+00:00,from virtuallystrange.net
mogul_ufos.html,doc,txt,orig,FALSE,2011-01-24T08:00:52+00:00,
nashville_july9.html,doc,img,news,FALSE,2011-01-24T08:00:54+00:00,
nellis_discussion.html,doc,mix,orig,FALSE,2017-06-18T17:33:29+00:00,"gifs, consider byline as dividing sub/orig-doc"
nellis_discussion2.html,doc,mix,orig,FALSE,2017-06-18T17:33:38+00:00,
nellis_flyover.html,doc,file,unknown,FALSE,2011-01-24T08:01:04+00:00,"video file, text commentary"
nellis_nukes.html,doc,img,orig,FALSE,2011-01-24T08:01:13+00:00,
nellis_photos.html,doc,img,govt,FALSE,2011-01-24T08:01:14+00:00,unsure on source
nellis_s13_transcripts.html,doc,mix,pub,TRUE,2017-06-18T17:33:39+00:00,"downloads audio file, source?"
nellis_s13_ufo_graphs.html,doc,mix,orig,FALSE,2011-01-24T08:01:29+00:00,
nellis_s30_transcripts.html,doc,mix,pub,TRUE,2017-06-18T17:33:41+00:00,downloads audio file
nellis_velocity.html,doc,img,orig,FALSE,2011-01-24T08:02:56+00:00,
new_york_times_july9.html,doc,txt,news,TRUE,2011-01-24T08:02:58+00:00,
newjersey_july09.html,doc,mix,news,FALSE,2011-01-24T08:03:00+00:00,
newjersey_july11.html,doc,mix,news,FALSE,2011-01-24T08:03:01+00:00,
newton.html,doc,txt,pub,FALSE,2011-01-24T08:03:03+00:00,"Fact vs. Fiction in the New Mexico Desert, 1995"
nm_sightings_graphics.html,doc,img,orig,FALSE,2009-05-11T17:00:07+00:00,
ny_heraldtribune_july9.html,doc,txt,news,TRUE,2011-01-24T08:03:23+00:00,
ny_la_times_2_16_51.html,doc,img,news,FALSE,2011-01-24T08:03:25+00:00,
ny_times_july9.html,doc,txt,news,TRUE,2011-01-24T08:03:30+00:00,
nytimes_4_12_52.html,doc,img,news,FALSE,2011-01-24T08:03:32+00:00,
oklahoman_july9.html,doc,txt,news,TRUE,2011-01-24T08:03:34+00:00,
omaha_world-herald_july9.html,doc,txt,news,TRUE,2011-01-24T08:03:37+00:00,
oxford_ohio.html,doc,mix,news,FALSE,2011-01-24T08:03:46+00:00,
philadelphia_inquirer_july9.html,doc,txt,news,TRUE,2011-01-24T08:03:49+00:00,
popular_science_may_1948.html,doc,img,pub,FALSE,2017-06-18T17:33:12+00:00,
porter.html,doc,txt,pub,FALSE,2011-01-24T08:03:52+00:00,"Roswell in Perspective, 1994"
press_coverage.html,doc,txt,orig,FALSE,2012-01-27T00:40:19+00:00,"summary of news reports, original content"
princeton_july12.html,doc,mix,news,FALSE,2011-01-24T08:04:14+00:00,
proctor.html,doc,txt,pub,FALSE,2011-01-24T08:04:18+00:00,"Roswell in Perspective, 1994"
protests_1952.html,doc,img,govt,FALSE,2011-01-24T08:04:19+00:00,
ramey_1953_avrosaucer.html,doc,img,news,TRUE,2013-07-12T20:57:11+00:00,
ramey_and_ufos.html,doc,mix,orig,FALSE,2017-06-18T17:33:00+00:00,
ramey_fwst_83152.html,doc,img,news,FALSE,2011-01-24T08:04:33+00:00,
ramey_memo_compare.html,doc,txt,orig,FALSE,2017-06-18T17:33:12+00:00,text analysis
ramey_memo_letter_counts.html,doc,mix,orig,FALSE,2017-06-18T17:32:43+00:00,
ramey_message_lines_2009.rtf,doc,file,unknown,FALSE,2009-06-23T05:32:55+00:00,open on desktop
rameys_balloon.html,doc,mix,orig,FALSE,2017-06-18T17:33:21+00:00,really fantastic gif
rameys_hexagon_story.html,doc,mix,orig,FALSE,2017-06-18T17:33:18+00:00,
randle_houran_graphics.html,doc,mix,orig,FALSE,2017-06-18T17:33:07+00:00,commentary on published academic work
rawin_construction.html,doc,mix,orig,FALSE,2015-09-27T20:52:11+00:00,
rdr_july8.html,doc,txt,news,TRUE,2011-01-24T08:04:59+00:00,
rendlesham_halt_affidavit_2010.html,doc,txt,contrib,FALSE,2011-01-24T08:05:19+00:00,submitted or originally published here
rendlesham_pictorial.html,doc,mix,orig,FALSE,2010-09-01T03:01:56+00:00,
reuters.html,doc,txt,news,TRUE,2011-01-24T08:05:21+00:00,
reuters_canada_july10.html,doc,txt,news,TRUE,2011-01-24T08:05:23+00:00,
reuters_thehindu_madras_july10.html,doc,txt,news,TRUE,2011-01-24T08:05:35+00:00,
rmd_july9.html,doc,txt,news,TRUE,2011-01-24T08:05:40+00:00,
rmd_wilcox_july9.html,doc,txt,news,TRUE,2011-01-24T08:05:47+00:00,
roberts.html,doc,txt,pub,FALSE,2011-01-24T08:05:50+00:00,"Roswell in Perspective, 1994"
roswell_weatherman.html,doc,txt,news,FALSE,2011-01-24T08:05:52+00:00,
roswellsummary10.html,doc,txt,orig,FALSE,2011-01-24T08:05:53+00:00,"no content, page ""under construction"""
roswellsummary11.html,doc,txt,orig,FALSE,2012-10-08T19:07:30+00:00,
roswellsummary2.html,doc,mix,orig,FALSE,2011-01-24T08:05:59+00:00,
roswellsummary3.html,doc,mix,orig,FALSE,2010-05-29T00:36:56+00:00,
roswellsummary4.html,doc,mix,orig,FALSE,2010-05-29T00:40:41+00:00,
roswellsummary5.html,doc,mix,news,TRUE,2013-02-11T03:00:31+00:00,
roswellsummary6.html,doc,mix,orig,FALSE,2013-02-10T22:01:29+00:00,
roswellsummary8.html,doc,txt,orig,FALSE,2013-01-29T03:26:54+00:00,"check on all Roswell summaries, probably should be categorized together"
roswellsummary9.html,doc,txt,orig,FALSE,2013-01-29T03:47:28+00:00,
san_antonio_light_july7.html,doc,img,news,TRUE,2011-01-24T08:06:27+00:00,
san_diego_july8.html,doc,mix,news,FALSE,2011-01-24T08:06:38+00:00,
sarbacher_nov1983.html,doc,img,pub,FALSE,2011-01-24T08:06:40+00:00,
satellites_keyhoe_may1954.html,doc,img,news,FALSE,2011-01-24T08:06:41+00:00,with audio
satellites_latimes_scinl_1954.html,doc,img,news,FALSE,2009-03-23T22:14:54+00:00,
satellites_nytimes_1954.html,doc,img,news,FALSE,2011-01-24T08:06:41+00:00,
satellites_popmech_oct55.html,doc,img,news,FALSE,2011-01-24T08:06:42+00:00,
seattle_july9.html,doc,mix,news,FALSE,2011-01-24T08:06:46+00:00,
seattle_times_july8.html,doc,txt,news,TRUE,2011-01-24T08:06:49+00:00,
sfexaminer_july9.html,doc,mix,news,FALSE,2011-01-24T08:06:51+00:00,
shag_harbour/shag_harbour_comix.html,doc,img,pub,FALSE,2017-06-18T17:33:09+00:00,comic book abt crash
shag_harbour/shag_harbour3_the_crash.html,doc,txt,pub,FALSE,2017-06-18T17:32:41+00:00,"Dark Object, Ledger & Styles"
shag_harbour/shag_harbour4_searches.html,doc,txt,orig,FALSE,2017-06-18T17:32:41+00:00,
shag_harbour/shag_harbour5_coverup_documents.html,doc,mix,orig,FALSE,2017-06-18T17:33:29+00:00,need to agree on types for this- SUB I think
shag_harbour/shag_harbour6_second_ufo.html,doc,txt,orig,FALSE,2017-06-18T17:33:02+00:00,
shirkey.html,doc,txt,pub,FALSE,2002-02-11T06:20:07+00:00,"Roswell in Perspective, 1994"
shootdown_latimes_80152.html,doc,img,news,TRUE,2017-06-18T17:33:49+00:00,
skeptical_inquirer_response.html,doc,txt,orig,FALSE,2017-06-18T17:32:57+00:00,also submitted/published to Skeptical Inquirer
sleppy.html,doc,txt,pub,FALSE,2011-01-24T08:07:25+00:00,"Roswell in Perspective, 1994"
smith.html,doc,txt,pub,FALSE,2011-01-24T08:07:27+00:00,"Roswell in Perspective, 1994 and Roswell Crash Update 1995"
smith_1_3_51.html,doc,img,govt,FALSE,2011-01-24T08:07:30+00:00,
smith_1_6_51.html,doc,img,govt,FALSE,2011-01-24T08:07:31+00:00,
smith_11_21_50.html,doc,img,govt,FALSE,2011-01-24T08:07:28+00:00,
smith_11_24_50.html,doc,img,govt,FALSE,2011-01-24T08:07:29+00:00,source??
smith_9_15_50.html,doc,img,pub,FALSE,2011-04-23T06:26:57+00:00,unsure of source
socorro/soccorro-ufo-zamora-viewpoint.html,doc,img,orig,FALSE,2017-06-18T17:33:30+00:00,on-site photo taken by author
socorro/socorro_grinder_interview.html,doc,txt,pub,FALSE,2017-06-18T17:33:04+00:00,
socorro/socorro_hynek_interview.html,doc,txt,pub,FALSE,2017-06-18T17:32:59+00:00,
socorro/socorro_reidel_interview.html,doc,txt,news,FALSE,2017-06-18T17:32:45+00:00,
socorro/socorro_zamora_interview.html,doc,txt,news,FALSE,2017-06-18T17:33:35+00:00,transcript of radio interview
socorro/socorrowinds_april_24_1964.html,doc,mix,orig,FALSE,2017-06-18T17:32:44+00:00,
solandt_aug1983.html,doc,img,govt,FALSE,2011-04-23T06:26:11+00:00,
stlouispostdispatch_7_30_52.html,doc,img,news,FALSE,2011-07-20T21:05:15+00:00,
tadolini.html,doc,txt,pub,FALSE,2002-06-11T01:34:22+00:00,"Roswell in Perspective, 1994"
texas_sightings_graphics.html,doc,img,orig,FALSE,2011-11-29T02:19:08+00:00,
time_stamp.html,doc,img,orig,FALSE,2017-06-18T17:33:31+00:00,
top_secret.html,doc,img,news,FALSE,2002-04-29T23:17:09+00:00,
tucson_july11.html,doc,txt,news,FALSE,2002-05-07T20:19:27+00:00,
tucson_july7.html,doc,txt,news,FALSE,2002-05-07T20:19:35+00:00,
tulsa_photo.html,doc,img,news,FALSE,2003-05-29T00:54:26+00:00,
twining_5_15_54.html,doc,img,news,FALSE,2011-07-20T21:05:16+00:00,
ufo_calnev_1950_graphic.html,doc,img,orig,FALSE,2017-06-18T17:33:27+00:00,
united_press_telexes.html,doc,mix,news,TRUE,2011-05-14T17:28:04+00:00,
up_bangkok_post_july9.html,doc,txt,news,TRUE,2004-12-03T18:36:30+00:00,
up_earliest_july8.html,doc,txt,news,TRUE,2002-12-05T04:30:53+00:00,
up_nevadasj_july9.html,doc,txt,news,TRUE,2012-01-27T00:31:27+00:00,
up_nypm_july9.html,doc,txt,news,TRUE,2002-01-28T02:55:00+00:00,
up_sfnews_july8.html,doc,txt,news,TRUE,2011-04-14T02:22:48+00:00,
up_standard_july9.html,doc,txt,news,TRUE,2002-05-11T21:15:50+00:00,
vandenberg_graphic.html,doc,img,orig,FALSE,2002-04-29T23:19:26+00:00,
vandenberg_july30_1952.html,doc,img,news,FALSE,2011-07-20T21:05:15+00:00,
vandenberg_logs.html,doc,mix,orig,FALSE,2011-04-23T06:26:11+00:00,
vandenberg_truman_photo_july10.html,doc,img,pub,FALSE,2003-04-30T20:45:56+00:00,govt?
victim_compare.html,doc,mix,orig,FALSE,2017-06-18T17:32:54+00:00,
washington_post_july9.html,doc,txt,news,TRUE,2005-02-21T03:24:10+00:00,
williamwoody.html,doc,txt,pub,FALSE,2002-05-12T00:30:46+00:00,"Roswell in Perspective, 1994"
wilmington_july10.html,doc,img,news,FALSE,2002-02-11T06:20:57+00:00,
wilson_interview.html,doc,txt,news,FALSE,2003-09-27T17:49:00+00:00,
witness_form.html,doc,txt,orig,FALSE,2002-09-16T18:08:58+00:00,
word_completion.html,doc,mix,pub,TRUE,2017-06-18T17:33:33+00:00,
word_search.html,doc,mix,orig,FALSE,2017-06-18T17:33:04+00:00,text analysis
zimmerman.html,doc,txt,pub,FALSE,2017-06-18T17:32:52+00:00,"Roswell in Perspective, 1994"
chicago_tribune_july9.html,doc ,txt,news,TRUE,2011-01-24T07:55:25+00:00,
up_clovisnmpress_july9.html,doc ,txt,news,TRUE,2002-01-28T02:54:03+00:00,
index.html,home,mix,orig,FALSE,2011-11-26T06:58:42+00:00,
copyright.html,meta,txt,orig,FALSE,2011-01-24T07:55:47+00:00,
donations.html,meta,mix,orig,FALSE,2011-01-24T07:56:55+00:00,
references.html,meta,txt,orig,FALSE,2011-01-24T08:05:09+00:00,
nellis_main.html,portal,txt,multi,FALSE,2017-06-18T17:33:01+00:00,links to videos
other_research.html,portal,mix,orig,FALSE,2013-10-11T23:38:25+00:00,"consider ""sub"""
projectmogul.html,portal,txt,orig,FALSE,2017-06-18T17:32:46+00:00,
shag_harbour/shag_harbour1_summary.html,portal,mix,orig,FALSE,2017-06-18T17:32:38+00:00,
smith_papers.html,portal,txt,govt,TRUE,2011-04-23T06:26:05+00:00,portal to govdocs??
socorro/socorro_main.html,portal,mix,orig,FALSE,2017-06-18T17:32:44+00:00,
~site/scripts_forsale/forsale.dll?cmd=cmdpaypalbuybutton&product_id=242290&shipping=false&note=false&hsid=9121522&userid=121479,meta,meta,meta,,,
~site/scripts_forsale/forsale.dll?cmd=cmdpaypalbuybutton&product_id=242293&shipping=false&note=false&hsid=9121522&userid=121479,meta,meta,meta,,,
~site/scripts_forsale/forsale.dll?cmd=cmdpaypalbuybutton&product_id=242294&shipping=false&note=false&hsid=9121522&userid=121479,meta,meta,meta,,,
~site/scripts_forsale/forsale.dll?cmd=cmdpaypalbuybutton&product_id=242300&shipping=false&note=false&hsid=9121522&userid=121479,meta,meta,meta,,,
